,energy_100g,fat_100g,saturated-fat_100g,sugars_100g,salt_100g,sodium_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-estimate_100g,fiber_100g,proteins_100g,fruits-vegetables-nuts-filling-estimate
en:refrigeres,760.0,12.9,2.6,4.4,0.6858,0.27,,,1.0,8.0,
fr:sauces-sucrees,1351.0,8.1,5.6,39.5,0.23,0.0905511811023622,,9.5,2.0,2.1,9.5
en:melanges-de-flocons-de-cereales,1695.0,10.6,3.1,19.2,0.1,0.0393700787401575,,,7.2,8.9,
fr:fromage-de-tete,958.0,16.7,7.2,0.5,1.9049999999999998,0.75,,,0.0,13.4,
es:productos-de-origen-vegetal,666.0,8.46,1.5,6.92,1.21,0.47700000000000004,,,3.0,3.0,
en:dried-bananas,1343.0,0.85,0.315,17.0,0.01,0.00393700787401575,,,7.7,2.8,
en:caramel-yogurts,584.0,7.8,4.4,15.0,0.15,0.0590551181102362,,,0.1,2.5,
fr:pale-ale,0.0,,,,,,,,,,
en:cantaloupe-melons,0.0,0.2,0.2,8.0,0.0,0.0,,,,0.8,
en:raw-fishes,707.0,6.8,1.8,0.5,0.73,0.28740157480315004,,,0.25,19.0,
en:chicken-cutlets,540.0,1.8,0.7,0.65,0.34,0.13385826771653525,,,0.1,24.0,
en:pork-liver-sausages,1966.0,38.9,14.8,1.6,3.5699999999999905,1.40551181102362,,,0.0,24.9,
fr:andouilles-de-guemene,1046.0,20.0,10.0,0.0,2.3,0.905511811023622,,,1.0,16.5,
en:barres-chocolatees,2060.0,24.5,10.0,48.8,0.2999999999999995,0.118110236220472,,,2.04,7.65,
fr:coteaux-d-aix-en-provence,0.0,,,,,,,,,,
en:red-bell-peppers,0.0,0.8,0.2,3.265,1.105,0.43503937007874005,,,2.565,0.96,
es:concentrados,200.0,0.0,0.0,10.3,0.0367,0.0144,,,0.0,0.1,
fr:dessert-vegetal,368.0,2.7,1.0,9.7,0.1,0.0393700787401575,,,0.8,2.9,
fr:graines-de-chanvre,2343.0,35.5,3.3,2.0,0.0,0.0,,,15.0,31.3,
fr:betteraves-rouges,183.5,0.1,0.0,6.7,0.12000000000000001,0.047244094488189003,100.0,100.0,2.3,2.15,100.0
en:egg-free-mayonnaises,1712.0,44.0,3.57,3.6,1.108,0.43622047244094503,,,0.1,0.495,
fr:miels-de-garrigue,1368.0,0.06,0.0,70.0,0.015,0.005905511811023625,,,0.0,0.35,
en:blueberry-juices,201.0,0.2,0.1,7.9,0.01,0.00393700787401575,,100.0,0.5,0.5,100.0
en:green-garlic,0.0,0.4,,,,,,,3.5,2.568,
en:products-sold-in-the-1970s,0.0,7.0,,,0.001016,0.0004,,,,11.1,
en:fennel,0.0,0.1,0.1,0.1,0.005,0.001968503937007875,,,0.05,0.05,
en:frozen-chopped-garlic,602.0,1.5,0.2,1.9,0.033,0.012992125984252,,96.0,3.65,5.0,96.0
en:getreide-und-kartoffeln,1486.0,1.5,1.1,3.0,1.3,0.5118110236220471,,,4.25,7.4,
de:legumineuses-et-derives,1389.0,7.6,1.3,3.1,0.03,0.0118110236220472,,,9.5,25.0,
fr:repas-a-boire,372.0,3.7,0.6,2.2,0.22,0.0866141732283465,,,1.95,4.22,
fr:pates-de-foie-de-volaille,1255.0,27.0,9.4,0.5,1.63,0.641732283464567,,,0.2,10.6,
fr:kekse,2075.0,24.3,13.379999999999999,34.150000000000006,0.51,0.200787401574803,,,3.1500000000000004,6.7,
fr:gelees-de-cassis,1079.0,0.2,0.0,60.0,0.015,0.005905511811023625,,57.5,0.8,0.4,57.5
de:saucissons,1269.0,25.0,10.0,1.0,3.75,1.4763779527559098,,,0.05,21.0,
de:viandes,995.0,20.0,7.22,0.9,2.23,0.8779527559055121,,,0.0,16.0,
fr:crepes-au-jambon,682.0,6.3,1.8,3.4,0.86,0.33858267716535395,,11.0,0.9,6.8,11.0
en:pickled-onions,154.0,0.2,0.1,7.3,0.890000000000001,0.35039370078740195,,,1.2999999999999998,0.8,
de:snacks-sales,2218.0,32.0,3.3,1.56,1.7,0.669291338582677,,,3.9,6.0,
fr:feuilletes,1265.5,18.3,10.5,2.1500000000000004,1.2,0.47244094488189003,,5.9,1.3,7.35,5.9
de:fruits-et-produits-derives,356.0,0.4,0.1,17.0,0.01,0.00393700787401575,65.0,65.0,3.05,0.4,65.0
fr:saint-emilion-grand-cru,0.0,,1.0,1.0,1.0,0.393700787401575,,,0.0,1.0,
de:produits-a-tartiner-sucres,2252.0,30.9,9.2,47.0,0.02,0.0078740157480315,50.0,25.0,4.2,6.1,25.0
de:pizzas-surgelees,967.0,8.9,3.1,3.1,1.3,0.5118110236220471,,19.0,2.0,9.2,19.0
en:raw-shelled-sunflower-seeds,2489.0,50.45,5.3095,2.715,0.0085,0.003346456692913385,,,7.8500000000000005,23.35,
fr:chocolats-au-lait-au-cafe,2280.0,34.0,21.0,48.1,0.21,0.0826771653543307,,,3.3,6.7,
es:epicerie,318.0,0.3,0.1,4.3,1.5,0.590551181102362,,,0.1,1.1,
en:pumpkin-seed-oils,3699.0,97.8,18.0,0.0,0.0,0.0,,,0.0,0.0,
es:snacks-sales,2146.0,30.4,3.0,1.3,1.2,0.47244094488189003,,5.0,4.0,6.5,5.0
fr:broyes-du-poitou,2146.0,24.0,16.0,26.0,0.5429999999999999,0.214,,3.1,1.05,6.4,3.1
en:frozen-brussels-sprouts,184.0,0.4,0.1,2.4,0.022699999999999998,0.008937007874015749,100.0,100.0,4.3,3.5,100.0
en:frozen-fresh-broad-beans,301.0,0.4,0.1,1.2,0.0254,0.01,,100.0,5.4,6.0,100.0
en:frozen-broad-green-beans,131.5,0.2,0.0,1.2,0.0,0.0,,,3.0,1.5,
en:frozen-chopped-broad-green-beans,131.5,0.2,0.0,1.2,0.0,0.0,,,3.0,1.5,
fr:des-de-fromage,1515.0,29.5,19.0,0.5,1.75,0.688976377952756,,,0.5,23.0,
en:young-gouda,1539.0,30.0,21.0,0.0,2.0,0.78740157480315,0.0,0.0,0.0,23.1,0.0
es:postres-vegetales-con-vainilla,365.0,1.9,0.3,10.4,0.127,0.05,,,0.5,2.9,
fr:vegan,946.0,9.5,1.2,2.0,1.3,0.5118110236220471,,,5.5,8.0,
fr:coquilles-saint-jacques-surgelees,485.0,6.1,4.4,1.2,0.76,0.299212598425197,,10.45,0.7,8.6,10.45
en:rice-vinegars,70.0,0.05,0.0,0.2,0.0,0.0,,,0.0,0.2,
en:white-wine-vinegars,92.0,0.01,0.0,0.1,0.01,0.00393700787401575,,,0.25,0.1,
es:alubias-con-verduras,341.0,1.9,0.4,0.6,0.8,0.31496062992126,,,3.7,4.2,
es:alubias-con-verduras-en-conserva,341.0,1.9,0.4,0.6,0.8,0.31496062992126,,,3.7,4.2,
fr:chocolats-noirs-aux-pistaches,2280.0,34.5,19.5,44.5,0.02,0.0078740157480315,,8.1,8.1,6.6,8.1
en:grapefruits,0.0,0.05,0.05,39.35,0.03675,0.014468503937007875,100.0,100.0,3.15,1.65,100.0
es:galletas-de-tipo-maria,1870.0,12.0,1.6,21.0,0.75,0.295275590551181,,,2.5,6.6,
fr:pflanzenmilch,164.0,1.4,0.2,4.5,0.13,0.0511811023622047,0.0,0.0,0.5,0.6,0.0
en:frozen-falafel,931.0,11.325,1.65,2.05,1.02,0.401574803149606,78.5,69.0,4.8,7.6,73.75
fr:sirops-de-liege,1176.0,0.3,0.07,62.0,0.03,0.0118110236220472,65.0,65.0,2.2,0.8,65.0
de:pates-a-tartiner-vegetales,2360.0,44.9,9.97,3.1,0.02,0.0078740157480315,,27.0,1.4,0.9,27.0
fr:boudins-blanc-a-l-ancienne,1001.0,19.0,7.4,2.5,1.35,0.531496062992126,,1.2,0.65,10.1,1.2
fr:poitrines-fumees,1192.0,24.2,9.4,0.8,2.1,0.8267716535433071,,,0.0,16.3,
en:vegetable-bouillon-powders,13.0,0.1,0.05,0.2,1.085,0.4271653543307085,5.4,5.4,0.1,0.30000000000000004,5.4
fr:laits-de-soja-naturel-sans-sucre,170.0,2.1,0.4,0.7,0.03,0.0118110236220472,,,0.55,3.8,
fr:escargots-surgeles,1381.0,31.0,22.0,0.7,1.34874,0.531,,,1.225,9.7,
fr:poelees-a-la-sarladaise,870.0,12.7,3.4,0.9,0.63,0.248031496062992,,,2.7,2.4,
en:frog-legs,288.0,0.27,0.07,0.0,0.15,0.0590551181102362,,,7.6,16.1,
fr:clairette-de-die,0.0,,,,,,,,,,
fr:kaugummis,710.0,0.5,0.3,0.0,0.0299999999999999,0.0118110236220472,,,33.75,0.0,
fr:miettes-de-thon-a-la-tomate,486.0,5.0,0.7,2.6,1.2192,0.48,,,0.55,14.0,
en:pork-tongue,870.0,14.0,5.1,0.5,1.7,0.669291338582677,,,0.0,18.1,
fr:petits-sales-aux-lentilles,477.0,4.0,1.4,0.5,0.91,0.358267716535433,,34.0,2.7,9.31,34.0
fr:desserts-vanille,523.0,3.5,2.1,14.75,0.15,0.0590551181102362,,,0.16499999999999998,2.9,
fr:yaourts-sur-lit,418.0,2.8,1.8,12.6,0.1,0.0393700787401575,10.0,10.0,0.25,3.7,10.0
en:carrot-soups,142.0,1.8,0.7,2.1,0.7,0.275590551181102,52.5,52.0,1.2,0.6,52.0
fr:sauces-carbonara,602.0,12.0,4.6,1.9,1.4,0.551181102362205,,,0.45,4.7,
fr:nouilles-japonaises,636.0,2.9,1.9,1.1,1.2999999999999998,0.5118110236220474,,,2.95,5.0,
en:rollmops,548.0,7.7,2.8,0.6,2.8,1.10236220472441,,,0.5,13.3,
fr:chocolats-a-la-noix-de-coco,2385.0,38.8,26.0,44.5,0.16,0.062992125984252,,12.0,4.0,6.0,12.0
fr:nids,1537.0,4.6,1.25,3.0,0.1,0.0393700787401575,,,3.0,15.0,
en:whole-wheat-flours,1410.0,1.9,0.3,1.7850000000000001,0.009000000000000001,0.003543307086614175,,,8.38,12.8,
fr:eminces-de-poulet,692.0,7.8999999999999995,2.0,0.6,1.545,0.608267716535433,,,0.0,20.8,
fr:piperades,231.5,2.0,0.32,4.050000000000001,0.88,0.346456692913386,90.0,92.5,1.8,1.35,90.0
en:plain-mackerels-fillets,808.0,12.8,3.3,0.0,1.0,0.393700787401575,,,0.0,18.0,
fr:produits-de-regime,428.0,2.5,0.4,9.7,0.5,0.19685039370078697,,33.9,3.0,6.6,33.9
fr:produits-minceur,427.0,2.5,0.4,9.5,0.41,0.161417322834646,,,2.7,6.6,
fr:granen-en-aardappels,1611.0,2.1,0.5,3.5,0.41,0.161417322834646,,,3.9,11.5,
fr:fouets-catalans,1879.0,37.0,14.0,2.0,3.98,1.56692913385827,0.0,0.0,,27.0,0.0
en:canned-mussels,586.0,7.7,1.3,0.1,1.5,0.590551181102362,,2.3,0.0,15.0,2.3
fr:haricots-verts-extra-fins,76.5,0.2,0.0,0.8,0.8,0.31496062992126,,,2.5,1.35,
fr:sauces-pour-nems,527.0,0.0,0.0,31.0,5.334,2.1,,9.0,0.35,1.9,9.0
fr:bles-durs-precuits,1487.0,1.7,0.3,0.8,0.0,0.0,,,6.449999999999999,13.0,
fr:jus-de-raisin-pur-jus,274.0,0.0,0.0,15.5,0.00381,0.0015,100.0,100.0,0.05,0.2,100.0
fr:sucres-de-coco,1602.0,0.0,0.005,88.4,0.172,0.0677165354330709,,,0.0,1.1,
en:dessert-wines,0.0,,,,,,,,,,
fr:cotes-du-roussillon-villages,0.0,,,,,,,,,,
fr:bresaola,689.5,3.0,1.05,0.45,4.0,1.5748031496063,,,0.0,34.0,
en:lime-sorbets,515.0,0.5,0.1,24.1,0.0499999999999999,0.0196850393700787,,26.0,0.5,0.5,26.0
en:breaded-whiting,817.0,8.5,1.0,1.7,0.66,0.25984251968503896,0.0,0.0,1.2,12.6,0.0
fr:melanges-de-cereales,1515.0,4.05,0.9,2.55,0.01,0.00393700787401575,,32.25,7.4,14.8,32.25
fr:laits-microfiltres,268.0,3.6,2.2,4.8,0.1,0.0393700787401575,,,0.0,3.2,
en:margherita-pizza,950.0,7.6,3.4,2.7,1.2192,0.48,,26.0,2.35,9.6,26.0
fr:languedoc,0.0,,,,,,,,,,
fr:yaourts-a-la-prune,427.0,3.0,1.9,12.7,0.11,0.0433070866141732,,7.0,,3.51,7.0
fr:nonnettes-a-l-abricot,1431.0,2.3,0.5,44.0,0.43,0.16929133858267698,,9.1,0.0,4.1,9.1
en:einkorn-wheat-flours,1460.0,2.5,0.37,0.9,0.01,0.00393700787401575,,,8.38,12.25,
en:ravioli-with-porcini-mushrooms,1028.0,8.0,3.9,2.2,1.3,0.5118110236220471,,14.8,3.0,10.0,14.8
fr:chocolats-au-piment,2402.0,39.0,24.0,29.0,0.195,0.0767716535433071,,,,8.0,
en:freeze-dried-instant-coffees,0.0,3.4,,,,,,,,14.6,
en:bread-flours,1397.0,1.1,0.0,0.0,0.0,0.0,,,,10.3,
es:queso-panela,1020.0,18.15,11.5,2.335,1.52,0.6,,,0.0,17.5,
it:cereales-et-pommes-de-terre,1498.0,1.9,0.45,2.6,0.0165,0.006496062992125985,,,3.0,10.5,
es:matieres-grasses-vegetales,3761.0,100.0,14.0,0.0,0.0,0.0,,,0.0,0.0,
en:frozen-dumplings,867.0,6.6,2.6,1.1,1.01092,0.39799999999999996,,,1.6,9.8,
fr:porridges,1510.5,5.45,0.8,12.82,0.03,0.0118110236220472,22.0,17.5,7.545,10.8,22.0
en:poissons,731.0,8.3,1.75,0.5,0.895,0.3523622047244095,,,0.5,18.55,
en:pates-a-tartiner-aux-noisettes-et-au-cacao,2242.5,31.2396,10.6,56.8,0.10300000000000001,0.0405,,13.0,2.7,5.41,13.0
en:beurres-de-legumineuses,2516.5,48.5,7.85,5.5,1.0,0.393700787401575,,95.0,7.3,25.45,95.0
en:biscuits-aperitifs,2071.0,20.0,2.7,2.765,1.4722399999999998,0.5796220472440945,,,2.41,5.73,
en:juices,192.0,0.1,0.0,10.0,0.0078000000000000005,0.00307011811023622,50.0,51.0,0.3,0.5,50.0
es:barras,1800.0,16.2,4.5,26.8,0.731,0.28800000000000003,,,7.2,8.2,
fr:cereales-y-derivados,1492.5,1.25,0.15000000000000002,4.1,0.055,0.0216535433070866,,100.0,1.4,7.050000000000001,100.0
en:goat-milk-cheese,1270.0,23.215,15.18,3.57,1.0668,0.42000000000000004,,,0.0,19.645,
en:dill,0.0,0.0,0.0,0.0,0.195,0.07677165354330684,,,4.45,0.0,
en:butter-fat,3011.5,44.5,13.35,0.5,0.225,0.08858267716535435,,,0.0,0.15,
en:chocolats-au-lait,2307.0,34.5,20.5,53.0,0.20500000000000002,0.08070866141732286,,,2.0,7.0,
es:crema-de-cacahuate,2540.0,50.0,7.335,9.38,1.0110000000000001,0.3985,,,6.25,21.9,
en:matieres-grasses,3038.0,80.0,15.7,0.0,0.0,0.0,,95.0,0.0,0.0,95.0
en:naans,1123.0,4.2,0.5,4.4,1.0,0.393700787401575,,,3.1,8.2,
fr:saucisses-de-porc,1058.0,20.85,7.6,0.95,1.9,0.7480314960629926,,42.0,0.35,14.1,42.0
fr:sauces-au-chocolat,1267.5,6.85,3.2,57.6,0.15,0.0590551181102362,,9.5,2.4,2.85,9.5
en:tonic-water,127.5,0.0,0.0,7.5,0.0,0.0,,,0.0,0.0,
en:produits-laitiers-fermentes,615.0,5.1,2.215,9.75,0.21295,0.08383858267716535,3.2,3.2,0.7,5.25,3.2
es:produits-laitiers,1211.5,26.0,18.0,1.0,0.855,0.3366141732283466,,,0.01,3.7,
en:assorted-jams,941.0,0.1,0.0,54.0,0.015,0.005905511811023625,,,1.15,0.5,
fr:tapioca,1498.0,0.01,0.0,0.0,0.0,0.0,,,0.45,0.0,
fr:panes,1027.5,9.9,2.4,2.55,1.3,0.5118110236220471,,,2.1,11.5,
fr:tartes-aux-fruits,1447.5,12.5,6.800000000000001,23.85,0.21,0.0826771653543307,,27.795,1.46,4.75,27.795
fr:pizzas-au-saumon,940.5,8.2,3.3,3.75,1.4,0.551181102362205,,,2.0,8.75,
fr:brie-de-meaux,1197.0,22.0,15.0,0.0,1.7,0.669291338582677,,,0.0,21.0,
en:roast-chicken,673.0,6.75,1.9500000000000002,0.65,1.39954,0.551,,,0.4,23.7,
fr:marrons,722.0,1.15,0.2,7.15,0.1,0.0393700787401575,100.0,100.0,4.6,2.6,100.0
en:cranberry-juice,134.0,0.295,0.095,5.4,0.009500000000000001,0.0037401574803149597,62.5,62.5,0.0,0.5,62.5
fr:tablette-de-chocolat,2284.5,34.5,21.0,48.3,0.1,0.0393700787401575,,,2.25,6.15,
en:cotton-candy,1688.0,0.0,0.0,99.25,0.0,0.0,,,0.0,0.0,
fr:alkoholische-getranke,0.0,,,,,,,,,,
en:kefir-1,155.0,1.0,0.62,2.92,0.15748,0.062,,,0.0,3.0,
fr:gouter,1957.0,19.1,11.0,31.0,0.52,0.20472440944881898,0.0,0.0,2.8,6.5,0.0
fr:pastilles-a-la-menthe,1634.0,0.5,0.5,88.0,0.025,0.009842519685039375,,,0.3,0.1,
fr:capellini,1511.0,1.95,0.32499999999999996,3.5,0.013000000000000001,0.005118110236220471,,,3.0,12.5,
fr:archeologie-dordogne-annees-1970,0.0,7.0,,,0.001016,0.0004,,,,11.1,
en:zucker,1608.0,0.3,0.05,87.5,0.015,0.0059055118110236,,,1.2,1.4,
fr:plats-a-base-de-colin,440.0,5.050000000000001,2.05,1.5,0.67,0.263779527559055,28.9,28.9,1.3,6.65,28.9
en:ceylan-teas,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
it:snacks-sucres,1874.0,16.0,5.800000000000001,23.05,0.53,0.2086614173228345,,,4.65,6.0,
it:fette-biscottate,1667.0,6.2,1.35,6.199999999999999,1.35,0.531496062992126,,,4.75,11.2,
en:croissant-filled-with-chocolate,1868.0,26.0,11.3,23.0,0.6,0.23622047244094502,,,1.4,6.4,
it:prodotti-da-forno,1784.0,12.0,1.7,2.5,1.5,0.590551181102362,,,3.05,8.7,
en:pies-from-normandy,1125.0,13.5,8.95,18.55,0.22,0.08661417322834644,,36.0,0.5,3.6500000000000004,36.0
en:smetana-with-15-fat,665.0,15.0,,,,,,,,2.6,
fr:sprits,2245.0,31.0,16.05,24.0,0.6,0.23622047244094502,,,2.1500000000000004,4.95,
es:legumes-et-derives,374.5,0.7,0.325,1.6,0.07,0.02755905511811025,,,1.8,1.65,
pt:bolachas,1925.0,17.0,7.1,24.0,0.75,0.295275590551181,,,3.0,7.0,
fr:stollens,1663.0,17.0,7.35,31.5,0.4,0.15748031496063,,23.5,1.75,4.9,23.5
fr:preparation-pour-pain,1436.0,1.4,0.3,2.0,1.4,0.551181102362205,0.0,0.0,5.6,10.1,0.0
ru:молоко-питьевое-с-массовой-долей-жира-3-2-пастеризованное,250.0,3.2,,,,,,,,3.0,
fr:chocolats-noirs-au-piment-d-espelette,2349.5,42.0,26.0,27.0,0.04,0.015748031496063,,,0.0,8.05,
fr:kits,945.0,4.0,0.6,3.2,2.07,0.8149606299212601,,19.95,2.2,6.0,19.95
de:pizzas-et-tartes-surgelees,975.0,9.100000000000001,3.25,3.0,1.25,0.4921259842519686,,19.0,2.1,9.25,19.0
fr:tartes-francaises,971.5,8.55,5.35,21.6,0.16,0.06299212598425194,71.2,58.35,1.8,1.8,61.7
fr:boulettes,862.0,13.55,5.45,1.0,1.24,0.488188976377953,4.8,4.8,3.2,13.5,4.8
de:soupes-deshydratees,305.0,0.75,0.2,1.1,1.15,0.452755905511811,,,0.5,1.5,
es:aperitif,2127.5,30.2,2.85,0.95,1.2,0.47244094488189003,,,4.0,6.55,
de:eis,671.0,7.4,5.9,18.6,0.08,0.031496062992126,,,0.0,1.9,
en:peach-soy-yogurts,339.5,2.05,0.3,10.05,0.1029082,0.04051503937007875,10.0,10.5,1.0,3.7,10.0
fr:congolais-au-chocolat,1905.5,24.89,20.6,45.05,0.0731,0.0287795275590551,28.5,28.25,6.050000000000001,4.2,28.5
en:dried-fig-cakes,1305.5,3.6,0.4,50.12,0.01,0.00393700787401575,,,15.85,5.0,
en:tangerine-juices,188.0,0.1,0.0,9.8,0.0,0.0,,,0.3,0.6,
de:stollens,1664.5,16.8,8.25,33.0,0.41000000000000003,0.1614173228346455,,27.0,,5.15,27.0
fr:pandoros,1642.5,18.25,10.75,20.5,0.5250000000000006,0.206692913385827,,,1.5,7.6,
es:semillas-de-girasol-con-cascara-tostadas-con-sal,2394.5,46.5,5.2,2.7,6.858,2.7,,,6.3,18.75,
es:cereales-preparees,691.5,2.75,0.3,0.7,0.49,0.192913385826772,,,3.0,4.45,
nl:hagelslag,1870.0,17.0,10.0,64.0,0.02,0.0078740157480315,,,4.85,5.0,
es:churros-y-porras,706.5,1.7,0.47500000000000003,3.6,0.9500000000000001,0.374015748031496,,,2.1,5.2,
es:churros-y-porras-congelados,706.5,1.7,0.47500000000000003,3.6,0.9500000000000001,0.374015748031496,,,2.1,5.2,
fr:gateaux-basques,1309.5,12.600000000000001,7.9,22.8,0.2550000000000005,0.10039370078740173,,13.5,0.7,4.380000000000001,13.5
de:boissons-non-sucrees,184.0,0.05,0.0,6.4,0.0,0.0,,100.0,0.2,0.5,100.0
en:frozen-parsley,184.5,2.25,0.275,1.0,0.1,0.0393700787401575,,,4.0,3.7,
en:amaranth,1644.0,7.1,1.9,1.55,0.055,0.0216535433070866,,,11.15,15.1,
de:schmand,1003.0,24.0,16.25,3.4,0.08499999999999999,0.03346456692913385,,,0.0,2.9,
en:coffee-eclairs,1023.0,11.25,6.4,19.65,0.385,0.15157480314960603,,,1.2,4.0,
fr:chocolats-blancs-aux-noisettes,2443.0,41.05,17.0,44.0,0.22,0.08661417322834644,25.0,25.0,2.3,8.9,25.0
es:quinoa-precocinada,475.0,3.2,0.4,1.5499999999999998,0.6,0.23622047244094502,,,2.4,4.2,
de:bohnen,399.5,0.5,0.1,2.75,0.765,0.301181102362205,,,4.85,5.05,
es:arroces-cocidos-basmati,647.0,2.7,0.4,0.8,0.8,0.31496062992126,,,0.7,3.6,
en:squeezed-multifruit-juices,199.5,0.1,0.0,10.1,0.006,0.0023622047244094497,100.0,100.0,0.4,0.5,100.0
en:tongue-of-beef-with-hot-sauce,652.5,10.8,4.65,0.9,1.05,0.4133858267716535,,,1.0,10.6,
fr:kekse-mit-milchschokolade,2111.0,24.3,14.05,34.5,0.6,0.23622047244094502,,,2.4,6.75,
fr:frites-au-four,627.0,4.2,0.5,0.5,0.21000000000000002,0.08267716535433059,,,2.5,2.5,
en:hams-of-san-daniele,1041.0,15.0,5.2,0.2,4.8,1.8897637795275601,,,0.0,28.0,
fr:fonds-de-volaille,1380.5,5.55,1.3,6.0,12.0,4.724409448818901,,,0.6,6.9,
fr:boissons-froides,201.0,0.1,0.0,10.6,0.005,0.001968503937007875,,,0.0,0.5,
en:salmon-quenelles,627.5,9.825,5.45,0.9,1.2446000000000002,0.49,,,1.0,4.0,
fr:compotes-pommes-cassis,241.5,0.2,0.01,10.9,0.00405,0.0015944881889763752,100.0,100.0,2.0,0.41500000000000004,100.0
en:durum-wheat-penne,1481.0,1.95,0.35,3.25,0.013000000000000001,0.005118110236220471,,,3.6,12.15,
fr:brandades,621.0,9.1,1.4,0.7,0.8,0.31496062992126,,,1.0,7.0,
fr:saumons-sauvages,466.0,3.075,0.6000000000000001,0.05,0.25,0.0984251968503935,,,0.0,21.0,
en:black-lentils,1318.0,1.6,0.2,0.95,0.049,0.019291338582677148,,,5.0,27.0,
fr:des-9-mois,163.0,0.0,0.0,2.4000000000000004,0.02,0.0078740157480315,,,2.1500000000000004,1.4,
fr:jambons-de-dinde,465.5,3.95,1.1,1.0,1.8,0.708661417322835,,,0.3,18.0,
fr:nougats-tendres,1787.0,11.035,1.25,62.6,0.058999999999999955,0.023228346456692903,,20.9,2.5,5.35,20.9
fr:crepes-salees,686.5,6.75,1.9500000000000002,3.35,0.9,0.3543307086614171,,,1.9,5.7,
en:dried-porcini-mushrooms,1233.0,3.0,0.4,11.0,0.04,0.015748031496063,100.0,100.0,21.6,29.6,100.0
fr:dranken,15.0,0.0,0.0,3.45,0.0,0.0,,,0.0,0.0,
en:puffed-oat-cakes,683.0,2.95,0.5,2.3499999999999996,0.7737,0.3046062992125985,,,4.7,8.4,
en:weight-loss-tea-blends,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
fr:vol-au-vent,1197.0,26.2,11.1,1.2,1.1,0.433070866141732,,8.9,1.7000000000000002,7.4,8.9
fr:sucres-d-orge,1621.5,0.0,0.0,80.1,0.0699999999999999,0.0275590551181102,,,0.0,0.0,
en:gray-peppers,0.0,1.5,0.0,1.5,0.0,0.0,,,0.0,1.0,
en:sheep-milks,427.0,6.7,4.8,4.5,0.12,0.047244094488189003,,,,5.6899999999999995,
fr:mueslis-au-caramel,1925.5,17.3,5.949999999999999,25.75,0.39,0.15354330708661398,,,5.6,8.3,
fr:cakes-au-citron,1725.0,20.0,7.9,28.2,0.36,0.1417322834645665,,9.3,1.3,6.05,9.3
fr:konjacs,51.5,0.0,0.0,0.0,0.01,0.00393700787401575,,,2.7,0.0,
fr:milk-shake,849.0,4.4,1.0,11.0,0.41,0.161417322834646,,,1.5,8.2,
fr:cotes-de-bourg,0.0,,,,,,,,,,
fr:biscuiterie,1958.0,15.5,6.0,26.0,0.6118,0.2408661417322835,,,2.5,7.5,
fr:citron-confit,667.5,0.3,0.05,23.0,3.1,1.2204724409448795,,,0.0,0.7,
fr:cotes-de-bordeaux,0.0,,,,,,,,,,
fr:pessac-leognan,0.0,1.0,1.0,1.0,0.0,0.0,,,,0.0,
fr:blancs-d-oeufs,209.0,0.5,0.0505,1.1,0.39,0.153543307086614,,,0.0,10.1,
en:limeflower-tea,2.35,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
fr:poivrons-de-piquillo,183.0,0.5,0.0,5.2,0.5715,0.22499999999999998,,,2.0,1.25,
fr:saint-paulin,1247.0,23.0,16.0,0.5,1.7,0.669291338582677,,,0.0,22.0,
fr:sauces-au-soja-sucrees,1050.5,0.0,0.0,45.0,8.05,3.169291338582675,,,0.0,4.1,
fr:cahors,0.0,,,,,,,,,,
en:mozzarella-sandwiches,1053.0,12.95,5.005000000000001,2.5,1.45,0.5710905511811024,,,1.55,10.75,
fr:biscuits-aperitifs-au-fromage,2155.5,29.2,7.75,3.0,1.77,0.6968503937007875,,,2.0,8.6,
fr:cake-sale,1277.0,20.799999999999997,4.5,2.85,1.52,0.598425196850394,,,3.0,11.55,
en:mushroom-pies,1052.8,13.55,7.9,1.85,0.9953000000000001,0.3918503937007875,,21.405,1.5,4.65,21.405
en:condensed-milks,1366.0,8.25,5.0,55.1,0.23,0.0905511811023622,,,0.0,7.0,
fr:kit-pour-fajitas,1033.5,6.0,1.4,5.6,1.905,0.75,,,2.1,6.8,
fr:nems-aux-crevettes,830.5,8.45,0.9,2.45,1.2650000000000001,0.498031496062992,,,2.4,7.300000000000001,
fr:tiramisu-au-cafe,1161.0,11.5,9.0,20.65,0.16,0.062992125984252,,,0.6499999999999999,4.05,
fr:poissons-panes-de-merlu,706.5,7.3,0.8500000000000001,0.9,0.76,0.299212598425197,,,0.8,13.475000000000001,
fr:sauces-americaines,1613.0,37.0,2.8,8.6,2.3,0.905511811023622,,,0.0,1.65,
en:blueberry-pies,1573.0,11.15,6.25,30.5,0.22,0.0866141732283465,,31.9,1.15,4.05,31.9
fr:fromages-triple-cremes,1620.0,40.0,27.6,3.0,0.1,0.0393700787401575,,,0.0,4.5,
fr:chocolats-noirs-a-la-noix-de-coco,2301.5,39.2,26.2,38.5,0.03499999999999995,0.0137795275590551,,12.0,8.15,6.25,12.0
fr:poissons-a-tartiner,683.5,10.25,1.7000000000000002,1.4500000000000002,1.0,0.393700787401575,,16.8,0.7,14.0,16.8
